Account Name,City,County,State,Status,Budget Cycle,Engagement Date,Proposal Sent,ZIP,Agency Count,Budget Cycle,CPE Contract end date,Organization Type,Population,Category Type,Sworn Officers,Total Employees, Dispatch Seats ,Jail Beds,CAD Vendor,Dispatched By,CAD vendor since,RMS Vendor,RMS vendor since,CPE Vendor,CPE Last Upgraded,CPE Contract End,Jail Vendor,Jail vendor since,ANL Vendor ID
Department of Criminal Justice Training,Richmond,,KY,,,,,40475-3102,1,July 1- June 30,,"Police, Other",,Law,,,,,,,,,,,,,,,
Bullitt County Detention Center,Shepherdsville,Bullitt,KY,,,,,40165,1,July 1- June 30,,Correctional Facility,,Corrections,,,,,,,,,,,,,Will Not Disclose*,,
Bluegrass Army Depot Police,Lexington,Fayette,KY,,,,,,1,July 1- June 30,,"Police, Municipal",,Law,,,,,,,,,,,,,,,
Hopkins County Jail,Madisonville,Hopkins,KY,,,,,,1,July 1- June 30,,Correctional Facility,,Corrections,,0,,,,,,,,,,,Jail Tracker,,
Louisville Metro Department of Corrections (LMDC),Louisville,Jefferson,KY,,,,,40202,1,July 1- June 30,,Correctional Facility,,Corrections,,,,,,,,,,,,,Securus / Archonix Systems,,
Jessamine County Detention Center,Nicholasville,Jessamine,KY,,,,,40356,1,July 1- June 30,,Correctional Facility,,Corrections,,,,,,,,,,,,,,,
Fayette County Detention Center,,Lexington,KY,,,,,40510,1,July 1- June 30,,Correctional Facility,,Corrections,,,,,,,,,,,,,,,
Daviess County Detention Center,Owensboro,Daviess,KY,,,,,42303,1,July 1- June 30,,Correctional Facility,,Corrections,,80,,,Sam Houston / Crimes*,,,,,,,,Jail Tracker,1/1/2013,
Louisiana State Police,Baton Rouge,East Baton Roug,LA,,,,,70808-4334,1,July 1- June 30,,"Police, State",4468976,Law,1006,1006,  30.00 ,0,Lotus Notes,,,,,,,,,,
Orleans Parish Sheriff's Department,New Orleans,Orleans,LA,,,,,70112,1,July 1- June 30,,"County, Sheriff or Police",500000,Law,120,1410,  1.00 ,2500,Does not use*,,,In House Custom System*,,,,,In House Custom System*,,
East Baton Rouge Prsh Sheriff's Department,Baton Rouge,East Baton Roug,LA,,,,,70802,1,July 1- June 30,,"County, Sheriff or Police",445700,Law,600,973,  4.00 ,0,CentralSquare / TriTech / Inform*,,10/1/2018,"ADSi - Application Data Systems, Inc.",1/1/1990,AT&T / Interact,,,"ADSi - Application Data Systems, Inc.",1/1/1990,"ADSi - Application Data Systems, Inc."
Port of New Orleans,New Orleans,Jefferson,LA,,,,,70130,1,July 1- June 30,,"Police, Other",439036,Law,41,0,  5.00 ,0,PTS Solutions,,1/1/2009,PTS Solutions,,PTS Solutions,,,,,
Jefferson Parish 911,Marrero,Jefferson Paris,LA,,,,,70072-3539,1,July 1- June 30,,Dispatch Center (Stand Alone),400000,Dispatch,0,74,  38.00 ,0,CentralSquare / TriTech / Tiburon*,,1/1/2010,,,Intrado / West*,1/1/2019,1/1/2024,,,
Caddo Parish Sheriff's Office,Shreveport,Caddo,LA,,,,,71101-5402,1,July 1- June 30,,"County, Sheriff or Police",252161,Law,750,800,,0,Does not use*,Shreveport Communications,1/1/1997,Tyler Technologies / New World (Aegis)*,10/1/2014,Does not use*,,,Tyler Technologies / New World (Aegis)*,10/1/2014,Tyler Technologies / New World (Aegis)*
Baton Rouge Police Department,Baton Rouge,East Baton Rouge,LA,,,,,70821-2406,1,July 1- June 30,,"Police, Municipal",238297,Law,698,886,  4.00 ,0,CentralSquare / TriTech / Zuercher / EmergiTech*,,10/1/2019,,,,,,,,
Shreveport Police Department,Shreveport,Caddo,LA,,,,,71161,1,July 1- June 30,,"Police, Municipal",198525,Law,548,661,,250,Hexagon / Intergraph*,,1/1/2004,Hexagon / Intergraph*,1/1/2004,Does not use*,,,Hexagon / Intergraph*,1/1/2004,Hexagon / Intergraph
Calcasieu Parish Sheriff's Department,Lake Charles,Calcasieu,LA,,,,,70615-4136,1,July 1- June 30,,"County, Sheriff or Police",195258,Law,750,1000,  4.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/2008,Tyler Technologies / New World (Aegis)*,1/1/2008,Intrado / West*,,,Tyler Technologies / New World (Aegis)*,1/1/2008,Tyler Technologies / New World (Aegis)*
St Tammany Parish Sheriff's Department,Covington,St. Tammany,LA,,,,,70433,1,July 1- June 30,,"County, Sheriff or Police",191268,Law,600,650,  6.00 ,0,Mobile Tech,,1/1/2005,Mobile Tech,1/1/2005,Other,,,Mobile Tech,1/1/2005,Mobile Tech
Lafayette Parish Sheriff's Department,Lafayette,Lafayette,LA,,,,,70502-3508,1,July 1- June 30,,"County, Sheriff or Police",167000,Law,500,750,  5.00 ,0,Mark43,,8/1/2019,Mark43,8/1/2019,,,,Mark43,8/1/2019,Mark43
Ouachita Parish Sheriff's Department,Monroe,Ouachita,LA,,,,,71210-1803,1,July 1- June 30,,"County, Sheriff or Police",160000,Law,400,400,  5.00 ,0,Tyler Technologies / New World (Aegis)*,,4/7/2016,Tyler Technologies / New World (Aegis)*,4/7/2016,Tyler Technologies ,,4/7/2016,Tyler Technologies / New World (Aegis)*,4/7/2016,Tyler Technologies / New World (Aegis)*
Ouachita Parish Juvenile Corrections,Monroe,Ouachita,LA,,,,,,1,July 1- June 30,,Correctional Facility,160000,Corrections,30,35,,60,,,,,,,,,CentralSquare / Superion / SunGard / HTE*,,
Ouachita Parish E-911,West Monroe,Ouachita,LA,,,,,,1,July 1- June 30,,Dispatch Center (Stand Alone),156000,Dispatch,0,20,  6.00 ,0,Tyler Technologies / New World (Aegis)*,,11/4/2012,,,Motorola Solutions / Vesta,,,,,
Rapides Parish Sheriff's Department,Alexandria,Rapides,LA,,,,,71301,1,July 1- June 30,,"County, Sheriff or Police",132100,Law,250,610,  7.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/2006,Tyler Technologies / New World (Aegis)*,1/1/2006,Tyler Technologies / New World (Aegis)*,1/1/2019,,Tyler Technologies ,1/1/2006,Tyler Technologies / New World (Aegis)*
Rapides Parish Communications District,Alexandria,Rapides,LA,,,,,71302-2200,1,July 1- June 30,,Dispatch Center (Stand Alone),132100,Dispatch,,15,  5.00 ,,"ADSi - Application Data Systems, Inc.",,12/30/2014,,,Motorola Solutions / Vesta,,,,,
Tangipahoa Parish Sheriff's Department,Hammond,Tangipahoa,LA,,,,,70422-0727,1,July 1- June 30,,"County, Sheriff or Police",129000,Law,300,375,  6.00 ,0,PTS Solutions,,1/1/2007,PTS Solutions,1/1/2007,Motorola Solutions / CallWorks*,1/1/2016,,PTS Solutions,1/1/2007,
Bossier Parish Sheriff's Department,Benton,Bossier,LA,,,,,71006-0850,1,July 1- June 30,,"County, Sheriff or Police",125100,Law,340,400,  4.00 ,544,CentralSquare / Superion / SunGard / HTE*,,1/1/2001,CentralSquare / Superion / SunGard / OSSI*,1/1/2007,,,,CentralSquare / Superion / SunGard / HTE*,1/1/2007,CentralSquare / Superion / SunGard / HTE*
Lafayette Police Department,Lafayette,Lafayette,LA,,,,,70502-4308,1,July 1- June 30,,"Police, Municipal",110257,Law,250,256,  5.00 ,0,"ADSi - Application Data Systems, Inc.",,1/1/1988,"ADSi - Application Data Systems, Inc.",1/1/2000,,,,,,
Lafourche Parish Sheriff's Office,Thibodaux,Lafourche,LA,,,,,70302-5608,1,July 1- June 30,,"County, Sheriff or Police",98300,Law,250,390,  6.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2010,CentralSquare / TriTech / Zuercher,1/1/2010,,,,CentralSquare / TriTech / Zuercher,1/1/2010,
St Landry Parish Sheriff's Office,Opelousas,St. Landry,LA,,,,,70570,1,July 1- June 30,,"County, Sheriff or Police",87600,Law,65,95,  3.00 ,232,PTS Solutions,,1/1/2005,PTS Solutions,1/1/2005,,,,,,
Kenner Police Department,Kenner,Jefferson,LA,,,,,70062-6261,1,July 1- June 30,,"Police, Municipal",78000,Law,150,250,  2.00 ,64,Motorola Solutions / Premier One*,,1/1/2013,Motorola Solutions / Premier One*,5/1/2012,,,,,,
Iberia Parish 911,New Iberia,Iberia,LA,,,,,70560,1,July 1- June 30,,Dispatch Center (Stand Alone),74100,Dispatch,,12,  8.00 ,,Caliber Public Safety / InterAct*,,1/1/2012,,,Caliber Public Safety / Cisco*,,,,,
Iberia Parish Sheriff's Department,New Iberia,Iberia,LA,,,,,70560-4543,1,July 1- June 30,,"County, Sheriff or Police",74000,Law,310,310,  8.00 ,0,End2End / ARMS*,,1/1/2001,End2End / ARMS*,1/1/2001,,,,End2End / ARMS*,1/1/2001,End2End / ARMS*
Lake Charles Police Department,Lake Charles,Calcasieu,LA,,,,,70602-1564,1,July 1- June 30,,"Police, Municipal",73000,Law,151,200,  3.00 ,0,CentralSquare / Superion / SunGard / HTE*,,1/1/2000,CentralSquare / Superion / SunGard / OSSI*,1/1/2000,,,,,,CentralSquare / Superion / SunGard / OSSI*
Livingston Parish Sheriff's Department,Livingston,Livingston,LA,,,,,70754-,1,July 1- June 30,,"County, Sheriff or Police",70526,Law,200,300,  12.00 ,0,"ADSi - Application Data Systems, Inc.",,1/1/2012,"ADSi - Application Data Systems, Inc.",1/1/2012,Motorola Solutions / Vesta,,,"ADSi - Application Data Systems, Inc.",1/1/2019,"ADSi - Application Data Systems, Inc."
Bossier City Police Department,Bossier City,Bossier,LA,,,,,71171-6216,1,July 1- June 30,,"Police, Municipal",68500,Law,185,198,  15.00 ,0,CentralSquare / Superion / SunGard / HTE*,,1/1/1993,CentralSquare / Superion / SunGard / HTE*,1/1/1993,,,,,,
St. Bernard Parish Sheriff's Department,Chalmette,St. Bernard,LA,,,,,70044-0168,1,July 1- June 30,,"County, Sheriff or Police",67229,Law,197,240,  5.00 ,350,Caliber Public Safety / InterAct*,,1/1/2005,End2End / ARMS*,1/1/2005,,,,End2End / ARMS*,1/1/2005,
Acadia Parish Communications District,Crowley,Acadia Parish,LA,,,,,70526-,1,July 1- June 30,,Dispatch Center (Stand Alone),62500,Dispatch,120,12,  3.00 ,0,End2End / ARMS*,,12/1/2013,,,Zetron,,,,,
Vernon Parish Sheriff's Department,Leesville,Vernon,LA,,,,,71446-0649,1,July 1- June 30,,"County, Sheriff or Police",60900,Law,75,150,  5.00 ,0,Tyler Technologies ,,1/1/2007,Tyler Technologies / InCode*,1/1/2007,,,,Tyler Technologies / InCode*,1/1/2007,Tyler Technologies / InCode*
Vermilion Parish Sheriff's Department,Abbeville,Vermilion,LA,,,,,70510-0307,1,July 1- June 30,,"County, Sheriff or Police",59800,Law,130,130,  3.00 ,150,End2End / ARMS*,,1/1/2009,End2End / ARMS*,1/1/2009,Does not use*,,,End2End / ARMS*,1/1/2009,End2End / ARMS*
Ascension Parish Sheriff's Department,Donaldsonville,Ascension,LA,,,,,70737-,1,July 1- June 30,,"County, Sheriff or Police",58214,Law,225,325,  7.00 ,0,Tyler Technologies / New World (Aegis)*,,1/1/1998,Motorola Solutions / Premier One*,1/1/2013,,,,Motorola Solutions / Premier One,1/1/2013,Motorola Solutions / Premier One
St Mary Parish Sheriff's Department,Franklin,St. Mary,LA,,,,,70538-0571,1,July 1- June 30,,"County, Sheriff or Police",58086,Law,170,200,  2.00 ,300,PTS Solutions,,1/1/2001,PTS Solutions,1/1/1999,,,,PTS Solutions,1/1/2001,
ST Mary Parish Communications,Franklin,St Mary,LA,,,,,70538,1,July 1- June 30,,Dispatch Center (Stand Alone),52800,Dispatch,,10,,,Unknown,,,,,Does not use*,,,,,
St John the Baptist Sheriff's Office,La Place,St. John the Baptist,LA,,,,,70068-1600,1,July 1- June 30,,"County, Sheriff or Police",50000,Law,248,250,  6.00 ,360,CentralSquare / TriTech / Zuercher,,5/1/2014,CentralSquare / TriTech / Zuercher,5/1/2014,Motorola Solutions / Vesta*,1/1/2015,,CentralSquare / TriTech / Zuercher,5/1/2014,CentralSquare / TriTech / Zuercher
Monroe Police Department,Monroe,Ouachita,LA,,,,,71210-1581,1,July 1- June 30,,"Police, Municipal",49200,Law,140,175,  4.00 ,0,Tyler Technologies / New World (Aegis)*,,11/1/2013,Tyler Technologies / New World (Aegis)*,8/1/2013,Tyler Technologies / New World (Aegis)*,,,Tyler Technologies / New World (Aegis)*,8/1/2013,Tyler Technologies / New World (Aegis)*
St Martin Parish Sheriff's Office,St Martinville,St. Martin,LA,,,,,70582-0247,1,July 1- June 30,,"County, Sheriff or Police",48000,Law,200,200,  4.00 ,0,"ADSi - Application Data Systems, Inc.",,1/1/2000,"ADSi - Application Data Systems, Inc.",1/1/1994,Solacom,,,"ADSi - Application Data Systems, Inc.",1/1/2000,"ADSi - Application Data Systems, Inc."
Alexandria Police Department,Alexandria,Rapides,LA,,,,,71309-1906,1,July 1- June 30,,"Police, Municipal",47832,Law,175,225,  3.00 ,0,"ADSi - Application Data Systems, Inc.",,1/1/1995,"ADSi - Application Data Systems, Inc.",1/1/1995,Other,,,,,Motorola Solutions / CommandCentral
Washington Parish Sheriff's Department,Franklinton,Washington,LA,,,,,70438-0668,1,July 1- June 30,,"County, Sheriff or Police",46300,Law,48,110,  1.00 ,172,PTS Solutions,,10/1/2006,PTS Solutions,10/1/2006,,,,PTS Solutions,10/1/2013,PTS Solutions
St Charles Parish Sheriff's Department,Luling,St. Charles,LA,,,,,70070,1,July 1- June 30,,"County, Sheriff or Police",45000,Law,200,400,  9.00 ,600,CentralSquare / TriTech / Zuercher,,11/1/2018,CentralSquare / TriTech / Zuercher,11/1/2018,CentralSquare / TriTech / Zuercher,,,CentralSquare / TriTech / Zuercher,11/1/2018,CentralSquare / TriTech / Zuercher
Lincoln Parish Sheriff's Department,Ruston,Lincoln,LA,,,,,71273-2070,1,July 1- June 30,,"County, Sheriff or Police",44000,Law,100,134,  2.00 ,0,Motorola Solutions / Premier One*,,,CentralSquare / TriTech / Positron*,1/1/2019,,,,PTS Solutions,,CentralSquare  / TriTech / VisionAIR*
Avoyelles Parish Sheriff's Department,Marksville,Avoyelles,LA,,,,,71351-2945,1,July 1- June 30,,"County, Sheriff or Police",43000,Law,22,38,  4.00 ,0,PTS Solutions,,1/1/2008,PTS Solutions,1/1/2008,Motorola Solutions / CallWorks*,8/1/2018,,PTS Solutions,1/1/2008,LEMIS*
Webster Parish Sheriff's Department,Minden,Webster,LA,,,,,71058-0877,1,July 1- June 30,,"County, Sheriff or Police",43000,Law,90,150,  3.00 ,300,In House Custom System*,,1/1/2015,End2End / ARMS*,1/1/2000,Motorola Solutions / Vesta,,,End2End / ARMS*,1/1/2000,End2End / ARMS*
Natchitoches Parish Sheriff's Office,Natchitoches,Natchitoches,LA,,,,,71458-0266,1,July 1- June 30,,"County, Sheriff or Police",39080,Law,250,250,  4.00 ,520,CentralSquare / Superion / SunGard / HTE*,,1/1/2005,PTS Solutions,,Other,1/1/2005,,PTS Solutions,,PTS Solutions
Beauregard Parish Communications District,Deridder,Beauregard Parish,LA,,,,,70634-5080,1,July 1- June 30,,Dispatch Center (Stand Alone),36462,Dispatch,0,10,  3.00 ,0,Other,,1/1/2006,,,Zetron*,1/1/2016,1/1/2021,,,
Beauregard Parish Sheriff's Department,Deridder,Beauregard,LA,,,,,70634-0370,1,July 1- June 30,,"County, Sheriff or Police",36400,Law,100,200,  2.00 ,0,Intellichoice / eFORCE*,,1/1/2016,Intellichoice / eFORCE*,1/1/2016,,,,Intellichoice / eFORCE*,1/1/2016,Intellichoice / eFORCE*
Hammond Police Department,Hammond,Tangipahoa,LA,,,,,70401-3317,1,July 1- June 30,,"Police, Municipal",36000,Law,85,110,  4.00 ,0,PTS Solutions,,1/1/1999,PTS Solutions,1/1/1999,Does not use*,,,,,PTS Solutions
Morehouse Parish Sheriff's Office,Bastrop,Morehouse,LA,,,,,71220-4540,1,July 1- June 30,,"County, Sheriff or Police",35000,Law,127,127,  3.00 ,0,Radio's,,,LEMIS*,1/1/1994,Intrado / West / Viper*,1/1/2015,,Other,1/1/2016,LEMIS*
Houma Police Department,Houma,Terrebonne,LA,,,,,70360-5650,1,July 1- June 30,,"Police, Municipal",34000,Law,75,85,  10.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2017,CentralSquare / TriTech / Zuercher,1/1/2017,,,,,,CentralSquare / TriTech / Zuercher / LETG*
Evangeline Parish Sheriff's Department,Ville Platte,Evangeline,LA,,,,,70586-4444,1,July 1- June 30,,"County, Sheriff or Police",33700,Law,65,65,  3.00 ,0,Intellichoice / eFORCE*,,5/10/2019,Intellichoice / eFORCE*,8/1/2019,Does not use*,,,Intellichoice / eFORCE*,8/1/2019,Intellichoice / eFORCE*
Jefferson Davis Sheriff's Department,Jennings,Jefferson Davis,LA,,,,,70546-0863,1,July 1- June 30,,"County, Sheriff or Police",31400,Law,92,92,  3.00 ,0,Intellichoice / eFORCE*,,9/1/2014,Intellichoice / eFORCE*,9/1/2014,Motorola Solutions / Vesta*,2/14/2019,,Intellichoice / eFORCE*,9/1/2014,Intellichoice / eFORCE*
Iberville Parish Sheriff's Department,Plaquemine,Iberville,LA,,,,,70765-0231,1,July 1- June 30,,"County, Sheriff or Police",31049,Law,55,150,  3.00 ,120,End2End / ARMS*,,1/1/2004,End2End / ARMS*,1/1/2004,Does not use*,,,KOLOGIK / Copsync,1/1/2012,End2End / ARMS*
De Soto Parish Sheriff's Department,Mansfield,De Soto,LA,,,,,71052-2044,1,July 1- June 30,,"County, Sheriff or Police",27000,Law,110,150,  7.00 ,0,PTS Solutions,,1/1/2009,PTS Solutions,1/1/2009,,,,PTS Solutions,1/1/2009,PTS Solutions
Concordia Parish Sheriff's Department,Vidalia,Concordia,LA,,,,,71373-3021,1,July 1- June 30,,"County, Sheriff or Police",27000,Law,200,250,  2.00 ,1200,PTS Solutions,,1/1/2004,PTS Solutions,1/1/2004,,,,Eagle,1/1/2004,
Allen Parish Sheriff's Department,Oberlin,Allen,LA,,,,,70655-0278,1,July 1- June 30,,"County, Sheriff or Police",26000,Law,110,200,  3.00 ,0,Intellichoice / eFORCE*,,4/1/2013,Intellichoice / eFORCE*,10/1/2013,Zetron*,,,Intellichoice / eFORCE*,10/1/2013,Intellichoice / eFORCE*
Union Parish Sheriff's Department,Farmerville,Union,LA,,,,,71241-2839,1,July 1- June 30,,"County, Sheriff or Police",26000,Law,60,70,  3.00 ,0,Tyler Technologies / New World (Aegis)*,,2/1/2018,Tyler Technologies / New World (Aegis)*,2/1/2018,Does not use*,,,Tyler Technologies / New World (Aegis)*,2/1/2018,Tyler Technologies / New World (Aegis)*
West Baton Rouge Parish Communications District,Port Allen,West Baton Rouge,LA,,,,,70767-2324,1,July 1- June 30,,Dispatch Center (Stand Alone),25500,Dispatch,,80,  10.00 ,,CentralSquare / TriTech / Inform*,,1/1/2009,,,Intrado / West*,1/1/2018,,,,
Grant Parish Sheriff's Department,Colfax,Grant,LA,,,,,71417-0187,1,July 1- June 30,,"County, Sheriff or Police",25000,Law,60,75,  3.00 ,0,CentralSquare / TriTech / Zuercher,,5/1/2013,CentralSquare / TriTech / Zuercher,5/1/2013,CentralSquare / TriTech / Zuercher,1/1/2017,1/1/2022,CentralSquare / TriTech / Zuercher,5/1/2013,CentralSquare / TriTech / Zuercher
Ruston Police Department,Ruston,Lincoln,LA,,,,,71270-2069,1,July 1- June 30,,"Police, Municipal",25000,Law,40,54,  2.00 ,0,CentralSquare / TriTech / Positron*,,1/1/2019,CentralSquare / TriTech / Zuercher,1/1/2019,Cassidian Communications / PlantCML*,,,,,CentralSquare / TriTech / Zuercher
Franklin Parish Sheriff's Department,Winnsboro,Franklin,LA,,,,,71295-2701,1,July 1- June 30,,"County, Sheriff or Police",25000,Law,100,125,  2.00 ,850,Pen and Paper,,,Tiger Track,1/1/2007,,,,Tiger Correctional Services*,1/1/2008,Tiger Track
West Baton Rouge Sheriff's Department,Port Allen,West Baton Rouge,LA,,,,,70767-0129,1,July 1- June 30,,"County, Sheriff or Police",25000,Law,150,200,,330,Does not use*,West Baton Rouge Parish Communications District,,End2End / ARMS*,1/1/2010,Does not use*,,,End2End / ARMS*,1/1/2004,End2End / ARMS*
Pointe Coupee Prsh Sheriff's Department,New Roads,Pointe Coupee,LA,,,,,70760-0248,1,July 1- June 30,,"County, Sheriff or Police",24000,Law,90,120,  3.00 ,186,PTS Solutions,,1/1/2009,PTS Solutions,1/1/2009,Intrado / West*,1/1/2014,1/1/2019,PTS Solutions,1/1/2009,
Sabine Parish Sheriff's Department,Many,Sabine,LA,,,,,71449-1440,1,July 1- June 30,,"County, Sheriff or Police",23883,Law,90,90,  2.00 ,0,In House Custom System*,,1/1/2005,In House Custom System*,1/1/2005,,,,In House Custom System*,1/1/2005,In House Custom System*
Plaquemines Parish Sheriff,Belle Chasse,Plaquemines Parish,LA,,,,,70037,1,July 1- June 30,,"County, Sheriff or Police",23348,Law,120,200,  3.00 ,200,Spillman Technologies,,,Spillman Technologies,,,,,Spillman Technologies,,
Assumption Parish Sheriff,Napoleonville,Assumption,LA,,,,,70390-0069,1,July 1- June 30,,"County, Sheriff or Police",23000,Law,75,100,  3.00 ,100,CentralSquare / TriTech / Zuercher,,9/1/2015,CentralSquare / TriTech / Zuercher,9/1/2015,,,,CentralSquare / TriTech / Zuercher,9/1/2015,CentralSquare / TriTech / Zuercher
Sulphur Police Department,Sulphur,Calcasieu,LA,,,,,70664-1309,1,July 1- June 30,,"Police, Municipal",21722,Law,53,65,  2.00 ,0,CentralSquare  / TriTech / VisionAIR*,,,CentralSquare / Superion / SunGard / HTE*,1/1/2017,,,,,,CentralSquare / Superion / SunGard / HTE*
St James Parish Sheriff's Department,Convent,St. James,LA,,,,,70723-0083,1,July 1- June 30,,"County, Sheriff or Police",21500,Law,110,110,  2.00 ,0,CentralSquare / TriTech / Zuercher,,8/1/2016,CentralSquare / TriTech / Zuercher,8/1/2016,Motorola Solutions / CallWorks*,,,CentralSquare / TriTech / Zuercher,8/1/2016,CentralSquare / TriTech / Zuercher
St. James Parish 911,Convent,St. James,LA,,,,,70723 0106,1,July 1- June 30,,Dispatch Center (Stand Alone),21500,Dispatch,0,8,  2.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2016,,,Motorola Solutions / CallWorks*,,,,,
Jackson Parish Sheriff's Department,Jonesboro,Jackson,LA,,,,,71251-3400,1,July 1- June 30,,"County, Sheriff or Police",20000,Law,150,175,  7.00 ,0,In House Custom System*,,,Other,1/1/2005,,,,Other,,
Richland Parish Sheriff's Department,Rayville,Richland,LA,,,,,71269-2638,1,July 1- June 30,,"County, Sheriff or Police",20000,Law,112,132,  2.00 ,720,LEMIS*,,1/1/2014,LEMIS*,1/1/2014,,,,Eagle,1/1/2014,
East Feliciana Parish Sheriff's Department,Clinton,East Feliciana,LA,,,,,70722-0207,1,July 1- June 30,,"County, Sheriff or Police",20000,Law,20,50,,0,Does not use*,,,PTS Solutions,1/1/2000,Does not use*,,,PTS Solutions,1/1/2000,PTS Solutions
Natchitoches Police Department,Natchitoches,Natchitoches,LA,,,,,71457-0928,1,July 1- June 30,,"Police, Municipal",18300,Law,70,72,  2.00 ,0,Other,,10/1/2018,Other,10/1/2018,,,,,,Other
Claiborne Parish Sheriff's Department,Homer,Claiborne,LA,,,,,71040-3498,1,July 1- June 30,,"County, Sheriff or Police",18100,Law,40,50,  2.00 ,0,Radio's,,,LEMIS*,1/1/2008,,,,PTS Solutions,8/1/2018,LEMIS*
Gretna Police Department,Gretna,Jefferson,LA,,,,,70053-5498,1,July 1- June 30,,"Police, Municipal",17897,Law,100,125,  5.00 ,0,CentralSquare / TriTech / Inform*,,1/1/2012,In House Custom System*,1/1/2001,Intrado / West*,,,,,In House Custom System*
Bienville Parish Sheriff's Department,Arcadia,Bienville,LA,,,,,71001-0328,1,July 1- June 30,,"County, Sheriff or Police",17000,Law,45,67,  3.00 ,0,CentralSquare / TriTech / Zuercher,,1/1/2019,CentralSquare / TriTech / Zuercher,1/1/2019,,,,CentralSquare / TriTech / Zuercher,1/1/2019,CentralSquare / TriTech / Zuercher
Southeastern Louisiana University,Hammond,Tangipahoa,LA,,,,,70402-0780,1,July 1- June 30,,"Police, University & College",16700,Law,7,7,  3.00 ,0,ThinkStream,,1/1/2008,ThinkStream,1/1/2008,,,,,,
Zachary Police Department,Zachary,East Baton Rouge,LA,,,,,70791-0310,1,July 1- June 30,,"Police, Municipal",16700,Law,45,47,  2.00 ,0,CentralSquare  / TriTech / VisionAIR*,,1/1/2019,Other,7/1/2019,,,,,,Other
Opelousas Police Department,Opelousas,St. Landry,LA,,,,,70571-0792,1,July 1- June 30,,"Police, Municipal",16500,Law,50,50,  3.00 ,21,PTS Solutions,,1/1/2000,PTS Solutions,1/1/2000,,,,,,
